Name,class1,class2,jobtype,location,salary,summary,title,sal,qual,new,skills3,skillspts3,title1,newclass1,label_x,skills,label_y
Greythorn Experis,Information & Communication Technology, Database Development & Administration,Full Time,Melbourne,,"
Work for an industry leader in the online gambling industry, work with cutting edge tech on exciting greenfield projects and be a part of a culture that is second to none.
Technical skills:

Python or Java
AWS
Rest API
CI/CD
NoSQL
2+ years of cloud development experience

Delivery:

Contribute to solution design
Analyse, question and discuss business requirements
Gap identification and implement best practices for operational processes, Devops etc
Collaborate with team members to upskill
Automate processes where necessary

Culture fit:

Highly motivated
Problems solver
Able to manage multiple duties/projects at any given time
Collaborative

Education:

Computer science degree or equivalent

If you feel you fit the above profile, APPLY NOW!
Due to high volume of applicants only succesful candidates will be contacted.
 
 
Experis ANZ is parent to a portfolio of brands; Greythorn, Safesearch, GT-X and Global Attract. These brands make up our core specialisations for Technology & Digital, Executive, Engineering and Workplace
          Health, Safety and Environment. When you apply for this opportunity you will be directed to the parent website www.experis.com.au to lodge your application. Experis is part of the ManpowerGroup, a global leader
          in offering end to end workforce solutions.  If you're curious and willing to have a conversation about this role, please pick up the phone and speak with our recruitment specialist below. Even if this doesn't sound like the right role
          for you, we encourage you to join our talent community so your skill set can be the first considered when another opportunity arises. Visit our website to register www.experis.com.au 
Tom BullData ScienceRecruitment Consultant+61 3 9604 4209
",Senior Data Engineer,,/Python/Java/AWS/Rest/API/CI/CD/NoSQL/Analyse/Devops/Automate/Problems/Education/Computer/Experis/ANZ/Greythorn/Safesearch/GT/X/Global/Attract/Technology/Digital/Executive/Engineering/Workplace/Health/Safety/Environment/Experis/ManpowerGroup/www.experis.com.au/Tom/BullData/ScienceRecruitment,, SENIOR   ENGINEER     ,0,"['Senior', 'Data', 'Engineer']",Information Technolog,,Big data Eng,2.0
Empire Group,Information & Communication Technology, Management,Full Time,Brisbane,Attractive salary package,"Our client is one of Australia’s longest running and most trusted superannuation funds within Australian communities. They have been providing market-leading solutions for over 50 years, and have over 80,000 members across Australia. To ensure they
        continue to lead the market with both exceptional retirement outcomes and member services, an opportunity for the Head of Performance and Analytics has been created. The Role As the Head of Performance and Analytics,
        you will shape lead the data analytics team to deliver first class data analytic solutions. You will act as part of the company’s Technology senior leadership team, and be responsible for the strategic direction of Data Analytics within the division.
        Your key responsibilities will include:

Champion our core values and be actively part of our transformation journey. You will inspire the team and customers with a positive can-do attitude.
You will build a great team from internal and external resources as required and will ensure that the team thrive and love working with the company.
Apply and drive strategic thinking to ensure the business strategy is adequately mapped to data analytics roadmaps and data structures.
Collaborate with our external partners in the design, delivery and evolution of our data analytics platform.
Partner with cross functional stakeholders, ensuring key priorities are being met and business reporting is matured.
 Skills/Experience

Strong interpersonal, consultation and presentation skills for leading a strong data analytics team
Demonstrated experience in implementing the latest methods of data collection, storage, processing, mining and visualisation (dashboards, funnels).
Proven experience in designing self-serve business empowering solutions using business intelligence tools
Ability to present complex ideas or data cohesively to a wide range of audiences (C-level, senior leadership, technical teams and business users).
Bachelor or Master’s degree in Information Technology, Computer Science, Statistics, Maths or other relevant tertiary qualification.
  If you have any questions or would like a confidential conversation about the opportunity, reach out to Emma Ryan (emma.ryan@empiregroup.careers) Alternatively, call us on 07 3231 1202. ",Head of Performance and Analytics,,/Australia/’s/Australia/Head/Performance/Analytics/Role/Head/Performance/Analytics/’s/Technology/Data/Analytics/Champion/Skills/Demonstrated/Ability/Bachelor/Master/’s/Information/Technology/Computer/Science/Statistics/Maths/Emma/Ryan,,  HEAD  ANALYTICS     ,0,"['Head', 'of', 'Performance', 'and', 'Analytics']",Information Technolog,,Jr Scientist,
MCS Consulting,Information & Communication Technology, Database Development & Administration,Full Time,Sydney,,"
This role requires a Data Analyst who is still hands on but wants to make a difference to the quality of the processes and the reporting to the business. You will be leading a small team and have the additional requirement to ensure that the
            Outsourcing Vendors meet their Service Level Agreements.
Its all about thought leadership, exploring new technologies to analyse data for trends and patterns but with clear business benefit in mind and making things run efficiently. You will be setting the roadmaps of where the business goes and helping
            to define the technology and plans to get there.

Tertiary qualification in IT, Data Science, Statistics or similar
Proficiency with Data Mining, Mathematics and Statistical Analysis.
Advanced Pattern Recognition and Predictive Modelling
Overseeing or managing SQL database systems (preferably Microsoft)
Development of Data Management and Governance Plans
Some Vendor Management Experience preferred (selection, procurement,exiting)
Business acumen
Itil or PMP Certification is a plus

MCS Consulting has been a trusted Recruitment advocate for over 25 years to many companies in high value Manufacturing, Finance, R&D, IT&T and Government.We have an effective personal and honest approach that really makes the difference. 

          Terry Semple BE BSc ; 02-94818888   job TS-6343A.  [%panel_url1%]   Please send your resume ASAP    A WORD CV IS ESSENTIAL !  A Suburb/Address helps us locate you for roles close to home and often
            unlocks those hidden jobs.  www.mcs-consulting.com.au   We are more than happy to discuss career aspirations.      At MCS we are here to help, not just recruit 

",Data Analyst,,/Data/Analyst/Outsourcing/Vendors/Service/Level/Agreements/Tertiary/IT/Data/Science/Statistics/Proficiency/Data/Mining/Mathematics/Statistical/Analysis/Advanced/Pattern/Recognition/Predictive/Modelling/Overseeing/SQL/Microsoft/Development/Data/Management/Governance/Plans/Vendor/Management/Experience/Itil/PMP/Certification/MCS/Consulting/Recruitment/Manufacturing/Finance/R&D/IT&T/Government/Terry/Semple/BE/TS-6343A./panel_url1/ASAP/WORD/ESSENTIAL/Suburb/Address/www.mcs-consulting.com.au/MCS,,    ANALYST     ,0,"['Data', 'Analyst']",Information Technolog,, Jr Analysts,1.0
Robert Half Management Resources,Information & Communication Technology, Database Development & Administration,Contract/Temp,Melbourne,,"
The Company
This is an international organization with a powerful brand and a reputation for excellence and innovation. A membership-based business with a wide consumer base, this is a growth orientated company, with lots of forward momentum. They have built
          an incredible culture and place to work due to investing in quality personnel according to a comprehensive set of values.
In order for the business to implement Dynamics 365, all their data from multiple legacy systems, needs to be analyzed, cleansed and migrated. This has now created a need for a Data Analyst to be the conduit between the business, IT and the Solution
          Implementer. As the Data Analyst, you will play a pivotal role in the implementation of Dynamics 365 which includes the configuration of finance, supply chain and field operations modules. 
The Role
Reporting directly into the Delivery Manager, the role will require the Data Analyst to analyze, design, extract, cleanse, test and migrate data from multiple systems to a clean data set, ready for transformation and load into Dynamics 365 by
          the Solution Implementer. Specifically, the Data Analyst will;

Hands on ETL of data from legacy systems to Dynamics 365.
Review, interpret, recommend and respond to the detailed design proposed by the Solution Implementer and align it with the business requirements.
Manage data quality through identification, assessment, monitoring, and correction of issues.
Manage data validation through quantitative and qualitative checks to measure the success of the migration as well as detect defects.
Data Cleansing of source for data migration to ensure data validation and migration.
Develop a wide range of reports and relevant lists from the database for the use in ST and UAT.
Document the data migration plan, schedule, test plan and detailed conversion reports.
Support the solution implementers migration team by ensuring they have the necessary resources, tools, data and access to achieve their objectives and products.
Work with SME resources and assist in performing the reconciliation and data migration testing process to highlight any issues for correction.
Work with SMEs to User Acceptance Test for data migration and sign off.
Assist in development of cutover plans and schedules for trial migrations, dress rehearsals and go-live implementations.

 Your Profile

Significant experience in ETL to Dynamics 365 or Dynamics AX.
Experience in migrating existing legacy data to an enterprise solution.
Experience with Databases, T-SQL scripting, stored procedures and data models.
Expertise in developing migration solutions within SQL Server, SSRS, ETL tools, Data conversion, Data De-duplication and Data Cleansing.
Ability to engage both technical and non-technical stakeholders as well as managing their expectations through a migration process.
Data migration on at least one major Microsoft Dynamics implementation project or similar.
Exposure to either Microsoft Dynamics GP (source system), Microsoft Dynamics CRM, Microsoft Dynamics AX, Microsoft Dynamics 365 is essential.

Apply Today
Please send your resume to us by clicking the “Apply Now” button. Resumes in MS Word format are preferred.
Job Reference No: 06810-0010941994JR
 
",Data Analyst | South East | Dynamics 365,,/Company/Dynamics/Data/Analyst/IT/Solution/Implementer/Data/Analyst/Dynamics/Role/Delivery/Manager/Data/Analyst/Dynamics/Solution/Implementer/Data/Analyst/Hands/ETL/Dynamics/Review/Solution/Implementer/Data/Cleansing/ST/UAT/SME/User/Acceptance/Test/ETL/Dynamics/Dynamics/AX/Databases/T/SQL/SQL/Server/SSRS/Data/Data/De/Data/Cleansing/Data/Microsoft/Dynamics/Microsoft/Dynamics/GP/Microsoft/Dynamics/CRM/Microsoft/Dynamics/AX/Microsoft/Dynamics/MS/Word/Job/Reference,,    ANALYST     ,0,"['Data', 'Analyst', '|', 'South', 'East', '|', 'Dynamics', '365']",Information Technolog,, Jr Analysts,3.0
Hudson,Information & Communication Technology, Business/Systems Analysts,Contract/Temp,Adelaide,,"
An opportunity has a risen for a Data Analyst to work within the community and not for profit sector. Reporting to the Infomation Manager this role will provide you the opportunity to display your core skills in Data modelling, Data Management,
          Reporting and Stakeholder engagement. Working inside the business as well as with external vendors, contractors and consultants.
 
This role will be ideally suited to someone with:

Tertiary level education in Computing, Statistics, Economics or related fields (minimum Diploma, or Degree)
Relevant data analysis certifications

With experience in:

Experience in data management and data quality processes
Experience in identifying patterns and trends in data sets in complex software solutions and environments
Experience in working in complex projects, analysing data requirements and results and reporting required information to stakeholders
Experience in analysing data and implementing solutions across multiple technology platforms
Practical experience in establishing business needs and defining new data collection and analysis processes
Experience in providing a professional and seamless service from discovery to implementation
Experience with Tableau, ODBC or other BI/Reporting Software

Core skills:

High level analytical skills in large complex datasets
High level skills in modelling and interpreting data
Ability to perform data screening and data quality improvement
Advanced communication/ interpersonal skills and stakeholder engagement
High level attention to detail, problem solving and complex report writing

Must have valid working rights within Australia.
If you meet the core skills and are looking to add value then please apply.
For a confidential discussion feel free to call Jade Philippe on 08 8223 8803 or email jade.philippe@hudson.com
",Data Analyst,,/Data/Analyst/Infomation/Manager/Data/Data/Management/Reporting/Stakeholder/Tertiary/Computing/Statistics/Economics/Diploma/Degree/Tableau/ODBC/BI/Reporting/Software/Core/Ability/Australia/Jade/Philippe,,    ANALYST     ,0,"['Data', 'Analyst']",Information Technolog,, Jr Analysts,
FourQuarters Recruitment,Information & Communication Technology, Other,Full Time,Melbourne,$170000,"Lead Data Analyst required to provide reporting and visualisation solutions within a leading financial services business.Responsibilities:

engaging with senior stakeholders across the business to gather requirements and advising on the most appropriate solutions
leading the build and delivery of reporting dashboards
assessing existing reporting solutions and putting together a roadmap around the build and layout of the capability, required attributes and data sets etc
 Requirements:

extensive experience building and enhancing Tableau dashboards
strong commercial awareness, with a proven record of partnering with senior business stakeholders to understand analytical and reporting requirements 
previous experience educating technical and non-technical stakeholders as to the most efficient and effective reporting and visualisation techniques
a strong financial services background, ideally in the Superannuation or Fund/Asset/Wealth Management space
 If you have the required skills and experience, click on the 'Apply' button or call Sabina Ahuja on (03)99828478 ",Lead Data Analyst,,/Lead/Data/Analyst/Requirements/Tableau/Superannuation/Fund/Asset/Wealth/Management/Sabina/Ahuja,170000.0,  LEAD  ANALYST     ,0,"['Lead', 'Data', 'Analyst']",Information Technolog,3.0,Sr. Analyst,3.0
Fonterra Co-operative Group Ltd,Information & Communication Technology, Engineering - Software,Full Time,Melbourne,,"

Ignite your curiosity and passion for data engineering, analytics and new technologies
Innovate and break new ground for a global market leader
Work collaboratively from modern and open office spaces in an agile and dynamic fashion

Love all things data.  Want to develop great ways of working?  Read on….
Progress your personal learning and development working with a high-performing team, applying cutting-edge technology and engaging with a data driven team and bring about great data analytics.  
Joining this team, you’ll work as part of a cutting-edge community who are passionate and proud of what they do to help propel us forward, deliver innovation and build advanced capabilities. Work flexibly and collaboratively to solve the most
          valuable problems, with a deliberate plan for success.
Your opportunity:
You’ll be working in a growing analytics community alongside other experienced data engineers to collectively solve complex business challenges. Using your advanced ability in problem solving you’ll liaise with cross-functional teams across our
          business to leverage data to create significant impact for multiple business units.
You will be responsible for ingesting data from various sources, ETL pipelines and melding datasets.
What you’ll bring and develop:
A detail orientated problem solver, you have a knack for implementing intricate but robust data ingestion frameworks while helping senior stakeholders further understand and develop their data assets. You have experience in developing and designing
          databases, ingesting data from multiple sources, data warehousing and ETL processes ideally within an analytics environment. Other skills, experience and attributes include:

A degree in Computer Science, Applied Statistics, Mathematics, Engineering Science and/or relevant experience
Experience working with data platforms on the AWS cloud
Experience working with AWS Services such as LAMBDA, GLUE and REDSHIFT as a minimum.
Proficient programming in SQL and experience in R, Python, Scala, Java  is highly regarded
Excellent problem solving skills, lateral thinking and ability to work under deadline pressure
Deep understanding of how to build sustainable data & modelling frameworks

Apply today.   Be at the forefront of dairy nutrition – join us today. ",Data Engineer- 6 Month Contract,,/Love/Joining/Computer/Science/Applied/Statistics/Mathematics/Engineering/Science/AWS/Services/LAMBDA/GLUE/REDSHIFT/Proficient/SQL/Python/Scala/Java,,    ENGINEER     ,0,"['Data', 'Engineer', '6', 'Month', 'Contract']",Information Technolog,,Big data Eng,2.0
Catholic Education Melbourne,Information & Communication Technology, Business/Systems Analysts,Full Time,Melbourne,Commensurate with skills & Experience,"
Ongoing, full-time position located in East Melbourne Location
Catholic Education Melbourne (CEM) is a dynamic education service provider to 331 Catholic primary, secondary and special schools in the Archdiocese of Melbourne. More than 450 staff work across the head office in East Melbourne and four regional
          offices in the North, East, South and West. CEM provides services to schools in areas as diverse as Curriculum, Religious Education, Finance, ICT, Marketing and Communications, Student Wellbeing, Legal, Planning and Industrial Relations.
          This community is committed to the safety, wellbeing and protection of all children in our care.
ABOUT THE POSITIONWorking as an integral part of the Analysis, Policy and Research Team, the objective of the Performance and Reporting Data Analyst is to deliver strategic improvement across CEM to better serve and lead schools
          through corporate planning and strategic management processes, effective monitoring, analysis and reporting of CEM performance against key indicators and provision of advice that underpins effective decision-making and informs system wide policy
          development and review.
ABOUT YOUTo be successful in this role you will have an analytical mindset and expertise in performance monitoring, reporting, and sound computer literacy skills and experience in extracting and manipulating large datasets.
          You will have experience in creating compelling reports, dashboards, and visualisations to a range of stakeholders and enjoy working across teams to prioritise business and information needs. Your attention to detail and the ability to follow
          processes thoroughly, analyse and assess information and articulate options to resolve complex issues are key requirements.
We offer an inclusive work environment with the opportunity to learn from and collaborate with team members and stakeholders who bring together a wide range of skills and experience. The ability to establish and maintain effective working relationships
          with internal and external stakeholders at all levels is essential.
The successful applicant will also be subject to a Working with Children Check and a National Police Record Check. 
SELECTION CRITERIA Please refer to the relevant position description provided on the Catholic Education Melbourne website for the Key Selection Criteria.
WHATS IN IT FOR YOU?

Generous salary and conditions
Professional development opportunities
Work/Life balance 
The opportunity for flexible working arrangements

HOW TO APPLYClick  this link for further information about the position including a detailed position
          description and application requirements. All CEM vacancies can be accessed via the  Job Search tab on the CEM website at  www.cem.edu.au and selecting ‘Catholic Education Staff’ under the ‘Filter by Role’ field.
Applicants need to provide:

a separate statement addressing the Key Selection Criteria
a cover letter
an up-to-date Curriculum Vitae
the contact details for two employment referees (upon request).

Applications can be uploaded via the ‘Apply’ tab on the Catholic Education Melbourne website. All enquiries can be directed to the Recruitment Officer at recruitment@cem.edu.au          or (03) 9267 0228.
APPLICATIONS CLOSE: Sunday 26 May 2019
In applying for a position with Catholic Education Melbourne (CEM), you will be asked to provide certain personal information to enable your application to be considered. Any personal information that is provided to CEM in relation to an application for employment will be handled in accordance with CEM’s obligations under the Privacy
          Act 1988 (Cth). To find out more about how CEM handles personal information, you are encouraged to read the CEM Privacy Policy which can be found on the website.
","Performance, Reporting and Data Analyst",,/Ongoing/East/Melbourne/Location/Catholic/Education/Melbourne/CEM/Archdiocese/Melbourne/East/Melbourne/North/East/South/West/CEM/Curriculum/Religious/Education/Finance/ICT/Marketing/Communications/Student/Wellbeing/Legal/Planning/Industrial/Relations/POSITIONWorking/Analysis/Policy/Research/Team/Performance/Reporting/Data/Analyst/CEM/CEM/Working/Children/Check/National/Police/Record/Check/Catholic/Education/Melbourne/Key/Selection/Criteria/WHATS/Life/APPLYClick/CEM/Job/Search/CEM/www.cem.edu.au/Catholic/Education/Staff/Filter/Role/Key/Selection/Criteria/Curriculum/Vitae/Catholic/Education/Melbourne/Recruitment/Officer/recruitment@cem.edu.au/APPLICATIONS/CLOSE/Sunday/May/Catholic/Education/Melbourne/CEM/CEM/CEM/’s/Privacy/Act/Cth/CEM/CEM/Privacy/Policy,,    ANALYST     ,0,"['Performance,', 'Reporting', 'and', 'Data', 'Analyst']",Information Technolog,, Jr Analysts,0.0
Data#3 People Solutions,Information & Communication Technology, Business/Systems Analysts,Contract/Temp,Sydney,,"
A client of Data#3's is seeking a suitably qualified professional for a period of 6 months to support the integration and assessment of data associated with a new forward thinking IT project.
This role involves reviewing the current state of data collection and  a data/evidence based framework to glean insights.
To be considered you will have:

Strong data analytics experience from a business and commercial insights perspective.
Minimum 5 years’ experience working in analyst role in a complex contract environment.
Excellent written and verbal communication skills are required including the ability to communicate complex data and make recommendations to executives including Executive Manager, Director, and CEO.
You will also have industry experience in contract management and exposure to and appreciation of technology that drives the execution of contracts.
It is expected that you will have advanced data analysis experience and exposure to data warehouse tools.

If this role sounds right for you, apply below! You can also email your CV to Emily_Campbell@data3.com.au 
",Data/Commercial Analyst - 6 Months - Manly,,/Data#3/Minimum/Executive/Manager/Director/Emily_Campbell@data3.com.au,,    ANALYST     ,0,"['Data/Commercial', 'Analyst', '6', 'Months', 'Manly']",Information Technolog,, Jr Analysts,3.0
University of South Australia,Education & Training, Other,Full Time,Adelaide,"$142,801 - $157,317 per annum (plus super)","
 About the JobThe Centre for Change and Complexity in Learning (C3L) is based in the Teaching Innovation Unit. The primary purpose of the C3L is to pursue research that will facilitate and lead to the adoption of innovative
          education models that meet the needs of the future learner. The vision and mission of the C3L is to explore human and artificial cognition to understand knowledge processes and their impact on society. Reporting directly to the
          Director C3L, the Associate Professor provides research leadership and strategic input for the Teaching Innovation Unit regarding research in learning, education and policy and assists in overseeing the operational processes for the Centre.
          The role advances the research standing of the C3L through securing competitive grants and industry funding, publishing in high quality journals, initiating and overseeing multiple interdisciplinary research projects and facilitating the translation
          of research outcomes to University practice.The Associate Professor will exemplify an outstanding level of performance in the areas of learning analytics, artificial intelligence and machine learning and will continue to make major and
          innovative contributions to research that is recognised nationally and internationally.Skills and ExperienceWith a PhD qualification in a relevant discipline such as computer science; artificial intelligence,
          machine learning; data science or learning analytics, you will be an expert in the field of learning analytics, artificial intelligence and machine learning. Demonstrated experience creating and leading high-performing and productive research
          teams with national and international collaborations, and evidence attracting diversified research income with a sustained track record of research leading to high-quality publications will be important.A University of EnterpriseThe
          University of South Australia (UniSA) is an innovative, outward-looking institution known for its strong and engaged research and its experientially-based teaching and learning that is
          conducted in close collaboration with business, industry, government and the professions. Creativity and innovation are at the foundation of everything we do.Benefits on OfferAt UniSA, we seek to enrich people’s
          lives through the creation and application of knowledge.  Our staff love to be a part of an organisational culture that promotes a strong commitment to educating professionals, sharing knowledge, and engaging with our communities.Appointment
          will be made at the research academic Level D with salary in the range of $142,801 - $157,317 plus superannuation. We offer a range of other benefits and have a family friendly approach to ensure you enjoy a healthy work/life balance.Lodging your ApplicationFor
          a copy of the position description and to apply, please visit https://workingatunisa.nga.net.au/. Please refer to the online application form for which selection criteria you need
          to address.  Please address your cover letter to Bernie Dyer, Senior Recruitment Consultant.  For further information about the position or the recruitment process contact Bernie on +618 8302 1777 or via email to recruitment@unisa.edu.au using job reference number 1762.Applications close: 11:30pm Sunday 16 June 2019SK91651A

",Associate Professor: Centre for Change & Complexity in Learning,150059.0,/JobThe/Centre/Change/Complexity/Learning/C3L/Teaching/Innovation/Unit/C3L/C3L/Director/C3L/Associate/Professor/Teaching/Innovation/Unit/Centre/C3L/University/Associate/Professor/ExperienceWith/University/EnterpriseThe/University/South/Australia/UniSA/OfferAt/UniSA/’s/Level/D/ApplicationFor/https://workingatunisa.nga.net.au/./Bernie/Dyer/Senior/Recruitment/Consultant/Bernie/+618/Sunday/June,150059.0,      LEARNING   ,0,"['Associate', 'Professor:', 'Centre', 'for', 'Change', '&', 'Complexity', 'in', 'Learning']",Govt & Def & Edu & Train,2.0, Jr Analysts,0.0
Hydrogen Group Pty Ltd,Government & Defence, Government - Federal,Contract/Temp,ACT,Attractive Daily Rate,"
Our Client:  A federal government agency based in Canberra is looking for an experienced Data Analyst to develop and maintain programs that will be used to support a data migration project for 6 months.  The Role:  The role of the Data Analyst will be responsible for the data migration ETL including identifying data sources, analysing and assessing data, ETL development and documenting source to target mappings. Key duties include:

Designing, developing and maintaining new and existing ETL for a data migration project
Support data migration
Identify risks and issues in data
Undertake data analysis and migration activities
Undertake data analysis over data sets to understand data/data structures

Candidate Profile:    Our client is looking for an experienced Data Analyst with the following skills and experience:

Experience as a Data Analyst working on large data migration projects
Demonstrated ETL experience utilising SQL server relational database technologies
Experience in technical writing, documenting guidelines and operational procedures
Ability to understand various data extracts, transform and join together for a succesful data load

Whats on offer:  This is an excellent six month contract to work on an exciting data migration project in Canberra. If you have the skills and necessary experience, please apply.    
...
",Data Analyst,,/Canberra/Data/Analyst/Data/Analyst/Designing/Support/Undertake/Candidate/Profile/Data/Analyst/Data/Analyst/SQL/Ability/Canberra,,    ANALYST     ,0,"['Data', 'Analyst']",Govt & Def & Edu & Train,, Jr Analysts,
Mansell Taylor Consulting,Information & Communication Technology, Business/Systems Analysts,Full Time,Brisbane,,"A well renowned national brand with an appetite for change and technology are looking for a Data Analyst to join their busy team.  This role is focused on Campaign set up, analysis and reporting. You will be responsible for receiving and
        interpreting marketing data extract briefs for campaign sends to a large customer database for both digital and direct mail communications providing insights and guidance to help optimise the performance of marketing campaigns   Qualifications/Skills required:

Tertiary qualifications in related discipline
3+ years’ experience in building effective campaigns 
Campaign execution experience
High level of experience working with analytical software; google analytics
Strong experience in database analysis and query
Demonstrated ability to build effective data-driven campaigns to a provided brief
Receive and interpret planned and ad-hoc marketing campaign send briefs for targeted/ segmented database communications.
 You must HOLD the RIGHT to work in a permanent role in Australia in order to apply for this role. For further information please contact Jelissa Taylor on 0415430303 ",Data Analyst,,/Data/Analyst/Campaign/Qualifications/Skills/Tertiary/Campaign/Australia/Jelissa/Taylor,,    ANALYST     ,0,"['Data', 'Analyst']",Information Technolog,, Jr Analysts,0.0
Preacta Recruitment,Information & Communication Technology, Other,Contract/Temp,Sydney,$800 - $1000,"DATA GOVERNANCE SPECIALIST

6-month initial contract (+extension)
Set up the data governance framework across the group
Develop your data governance expertise
    My client, a leading Asset Management market player, is currently looking for a Data Governance Specialist to take part in a greenfield project. The situation: they have set up a proper Enterprise Data Office last year
        which is in charge of delivering quality data to the business. They work as a shared service and support every area of the business. In terms of the data governance, they have defined it as their first pillar and are therefore recruiting an expert
        in this space. We need someone with experience in the financial services as well as the ability to connect with the business and help all the business units. In this role, you will need to be able to adapt to a changing environment and
        take the lead on this topic as this is a greenfield project which is going to have strong positive effects on the company as the whole. Must-have: ability to make data governance attractive to business stakeholders and not seen as a constraint.        If you are interested in this opportunity or looking for a Big Data / Analytics role in Australia, please get in touch with me! Job Responsibilities – Data Governance Specialist

Identify business requirements and opportunities to bring stakeholders on-board
Design the data governance program
Ensure the highest standards in terms of data quality and deliver a positive outcome to the business.
    Requirements – Data Governance Specialist

Data Governance expertise
Ability to engage with stakeholders (solid track record)
Strong Financial Services background
Knowledge of asset management is a solid bonus (infrastructure, real estate, public market, etc.)
    If you would like to hear more about this role, then don’t delay, get in touch with me today! Click on the APPLY button ",Data Governance Specialist,,/DATA/SPECIALIST/Asset/Management/Data/Governance/Specialist/Enterprise/Data/Office/Big/Data/Analytics/Australia/Job/Responsibilities/–/Data/Governance/Specialist/Design/Requirements/–/Data/Governance/Specialist/Data/Governance/Ability/Strong/Financial/Services/Knowledge/APPLY,261900.0, SPECIALIST        ,0,"['Data', 'Governance', 'Specialist']",Information Technolog,3.0,Jr Scientist,3.0
Peak Services,Information & Communication Technology, Engineering - Software,Full Time,Melbourne,,"The Organisation Asset analytics supplies the leading indicators that tell an organisation when an asset is likely to fail in the future, and on what schedule that asset should be evaluated for maintenance or replacement. Comprehensive asset analytics also takes into account the entire performance and lifecycle cost of the assets, how they are networked and their value to the company. Today, asset performance analytics is becoming more important as a way to provide a holistic, predictive approach to asset maintenance and performance. Historically ‘maintenance’ has often been viewed as a cost, when in fact it is an investment to “preserve” the function of plant and equipment. Importantly, this organisation is focussed on taking ‘Managing Assets’ to a system and culture of true ‘Asset Management’ and your ability as a Data Scientist/Asset Performance Analyst will be showcased and allow you a career trajectory where you are using extensive data to analyse the performance of their assets and in being a part of reshaping how this organisation deliver services to maximise value. The Role This is a newly created role and a position where you will see the difference your superior data analysing abilities can impact the bottom line and improve life across this large community. As a data wrangling expert you are probably used to working with random data.  If this is the case, you will feel valued see the genuine impact of your work in this role. Your skills in data analytics will lead to improved processes and to driving continuous improvement across Water and Wastewater assets, Civil/Transport, Open Space and Stormwater assets. Learning about these assets and identifying how to fix things efficiently will be underpinned by your ability to pull patterns out of data across the asset portfolio and translate these into tangible solutions. Your goal is to reduce vast and disparate data sets into categorised and useful summaries and reports to improve maintenance efficiency across the asset portfolio and support overall business and customer outcomes. About You As with all niche roles, we are seeking a specific combination of qualifications and experience including ideally:  Tertiary qualifications in Engineering, Science or IT that underpin your industry leading proficiency in data science or a related field. Extensive experience capturing end user requirements and using data science to solve complex challenges, including data linkage and modelling Superior communication skills, including the ability to work effectively with and convey highly complex information to non-technical people across the business. the desire to relocate - all details via the link when you click apply In the role of Asset Performance Analyst, you will contribute to important analytics and modelling projects that will support evidence-based decision making, driving positive outcomes for the people of this region. A salary of up to $100K + 12% Super + 5 weeks Annual Leave with 17.5% Loading and a 9-day fortnight together with generous relocation assistance is on offer for the successful candidate. Future Learning and Development opportunities are supported together with reimbursement of some professional registration fees. For a confidential conversation, please call Rona Horsfall on 0438 943854 at Peak Services Recruitment. A position description and details on how to apply can be found if you put the following link into your browser https://lgaqld.applynow.net.au/jobs/PEAK97 or click apply and you will be taken there directly.",Data Wrangling Expert/Asset Performance Analyst,100.0,/Organisation/Asset/Managing/Assets/Asset/Management/Data/Scientist/Asset/Performance/Analyst/Role/Water/Wastewater/Civil/Transport/Open/Space/Stormwater/Engineering/Science/Asset/Performance/Analyst/Super/+/Annual/Leave/Loading/Future/Learning/Development/Rona/Horsfall/Peak/Services/Recruitment,51000.0,    ANALYST     ,0,"['Data', 'Wrangling', 'Expert/Asset', 'Performance', 'Analyst']",Information Technolog,0.0, Jr Analysts,0.0
